ID,Last_Season,target,predicted_label,Diff,min_label,mean_label,max_label,Seasons,ContestedTile,Value,TotalNonSepSeasons,NonSepPercent,Slot_rate,best_Slot_rate,worst_Slot_rate,RR,TPRR,YPRR,TDPRR,ADOT,YAC,best_RR,best_TPRR,best_YPRR,best_TDPRR,best_ADOT,best_YAC,worst_RR,worst_TPRR,worst_YPRR,worst_TDPRR,worst_ADOT,worst_YAC,Strength_Power 5,Filter_NonSeparator,Filter_Solid,Filter_Gadget,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y,WAR,athleticism_score,athleticism_sentiment,playmaking_sentiment,off-field_sentiment
Deebo Samuel - 48274,2018,70.63,61.27,-9.36,39.52,55.8,63.64,4,61.82,76.8,1.0,0.25,0.36407854440641324,0.4743136940118799,0.33560764167603147,0.7132048279589264,0.902720230589083,0.9221761844712665,0.8661502431994236,0.34966672671590704,0.9389299225364799,0.8902713116069996,0.8988601701717772,0.9378712473912345,0.9612297318991813,0.5570717611173543,0.9472628030181409,0.3407449028736555,0.7945898218012523,0.7114304061647134,0.38569593835286564,0.21239364263926794,0.8384973510996949,1,0,1,0,71.25,214.0,31.375,75.125,15.0,1.48,4.48,39.0,122.0,7.03,4.14,4.4719999999999995,0.8492229799545361,84.34,-0.507,-0.3416625,-1.0
Michael Pittman - 29049,2019,75.83,61.05,-14.78,53.06,63.16,71.56,3,31.34,90.26,2.0,0.67,0.37578814627994955,0.5091507465082677,0.28319152351902394,0.8627274364979283,0.7641866330390921,0.9030805260313457,0.8236353810124302,0.604755899837867,0.735002702215817,0.9959062449831434,0.8787124739123455,0.9359447744421255,0.8474072884893241,0.9207737999678921,0.8042221865467972,0.07906566061968213,0.34299245464761596,0.7038850537807032,0.0,0.21239364263926794,0.5297800610049768,1,1,0,0,76.0,223.0,32.5,79.25,13.0,1.51,4.52,36.5,121.0,6.96,4.14,4.52,0.8748481091134532,80.5,0.4085133334,-0.1968128174,-0.21711995239999998
Courtland Sutton - 48164,2017,68.25,60.63,-7.62,46.63,56.29,63.89,3,74.51,58.54,1.0,0.33,0.31273644388398486,0.46965805105153313,0.10483223631401509,0.9216357413078724,0.9171320482795893,0.8670509818050801,0.9337056386236714,0.9389299225364799,0.2723833543505675,0.9873976561245786,0.9430887782950714,0.9470219938995024,0.9145127628832879,0.9776850216728207,0.613260555466367,0.057874458179483064,0.1057954727885696,0.29611494621929685,0.0,0.7874458179483063,0.08564777652913791,0,0,1,0,75.375,218.0,32.375,79.25,18.0,1.5,4.54,35.5,124.0,6.57,4.11,4.462000000000001,0.9730088861334987,83.0,0.1997726668,-0.5064207538,-0.7878160000000001
Xavier Worthy - 144718,2023,60.88,60.21,-0.67,51.57,57.34,62.12,3,55.73,80.24,0.0,0.0,0.5325166636642047,0.6110130036924065,0.5002408091186387,0.9810844892812106,0.9196541163754278,0.8890290037831021,0.8895694469464961,0.7571608719149703,0.8722752657178887,0.982581473751806,0.9201316423181891,0.9211751484989565,0.9569754374698989,0.923422700272917,0.9166800449510355,0.911863862578263,0.8328784716647937,0.742013164231819,0.6133408251725798,0.38818429924546477,0.6444052014769626,1,0,1,0,71.25,165.0,31.125,74.25,13.2,1.49,4.21,41.0,131.0,6.922,4.244,4.34,0.9475904112419922,88.94,0.753725,-0.219466667,-0.420333333
Rashee Rice - 97605,2022,65.65,60.14,-5.51,49.86,60.68,76.39,4,34.79,90.46,3.0,0.75,0.5359394703656999,0.8624979932573447,0.1638304703804784,0.9299225364799135,0.9097459917132048,0.8953341740226987,0.8677715726896055,0.2554494685642227,0.8951540263015673,0.9671696901589341,0.9854711831754696,0.96203242896131,0.9294429282388826,0.47607962754856314,0.9780061004976722,0.6436025044148338,0.5319473430727244,0.7346283512602344,0.4233424305667041,0.15146893562369562,0.7004334564135495,0,1,0,0,72.625,204.0,32.75,77.375,12.6,1.49,4.51,41.0,128.0,7.142,4.2780000000000005,4.5,0.938910932010746,83.12,1.0,0.615057143,0.7726
Calvin Ridley - 48262,2017,73.99,59.79,-14.2,41.57,55.26,67.52,3,81.21,57.39,0.0,0.0,0.4586560980003603,0.5152512441804463,0.4574570557071761,0.9765807962529274,0.9353269681138534,0.9149702756260133,0.8005764727076202,0.34660421545667447,0.7679697351828499,0.9623535077861615,0.9277572644084122,0.940760956814898,0.7799807352705089,0.5258468454005458,0.7510033713276609,0.8768662706694493,0.8707657729972709,0.6956975437469899,0.7264408412265211,0.2591908813613742,0.6859849092952319,1,0,1,0,72.5,189.0,31.625,75.75,15.0,1.53,4.43,31.0,110.0,6.88,4.41,4.412,0.9622628642281463,68.28,-0.0980173334,-0.4326479364000001,-0.4786033334
Zay Flowers - 97268,2022,72.41,59.67,-12.74,50.19,58.2,64.49,4,60.59,75.75,0.0,0.0,0.5449468564222663,0.6456895167763685,0.46155081072403276,0.936768149882904,0.8492163574130788,0.8720951179967573,0.9074040713384975,0.7283372365339579,0.8535399027202306,0.9867554984748755,0.8465243217209825,0.8580028897094236,0.9068871407930646,0.8260555466366993,0.8543104832236315,0.5899020709584203,0.6018622571841387,0.7074169208540697,0.7497993257344678,0.39821801252207417,0.7639267940279338,1,0,1,0,69.25,182.0,29.25,72.25,13.2,1.53,4.42,35.5,127.0,6.960000000000001,4.194,4.4,0.8893139078321968,73.49,0.4634,0.012716667,0.070783333
Josh Downs - 122832,2022,63.02,59.45,-3.57,46.27,55.52,62.64,2,57.67,90.71,0.0,0.0,0.8425508917312196,0.898298282228287,0.7621608604912506,0.9275806161052063,0.9279409115474689,0.949918933525491,0.9192938209331651,0.38983966852819313,0.6710502612141956,0.9841065981698507,0.948547118317547,0.9513565580349976,0.9983946058757425,0.7184941403114464,0.8609728688393,0.14641194413228448,0.8025365227163268,0.8331192807834323,0.7858404238240488,0.22732380799486274,0.391234548081554,1,0,0,1,68.75,171.0,30.375,73.375,14.0,1.49,4.48,38.5,131.0,6.872,4.216,4.47,0.987061376317421,68.36,0.708525,-0.2138,-0.252966667
Jerry Jeudy - 61103,2019,64.48,59.07,-5.41,32.39,53.34,64.83,3,49.09,88.61,1.0,0.33,0.7431093496667267,0.7994060041740247,0.6673623374538449,0.9019996397045578,0.8747973338137273,0.9580255809764007,0.9600072059088453,0.6842010448567826,0.8384074941451991,0.9332958741371007,0.9545673462835126,0.9744742334243056,0.9688553539894044,0.7508428319152352,0.8804784074490287,0.5794670091507466,0.20781826938513406,0.5371648739765612,0.6262642478728527,0.46741049927757267,0.613260555466367,1,0,1,0,73.0,193.0,32.125,76.0,15.2,1.48,4.45,35.0,120.0,7.056,4.53,4.46,0.9810684025625129,75.67,-0.0528,-0.460844444,-1.0
Malik Nabers - 146759,2023,67.75,58.9,-8.85,46.29,56.5,65.33,3,29.11,91.57,1.0,0.33,0.7049180327868853,0.9020709584202922,0.6108524642799807,0.9504593766888849,0.8926319582057287,0.9569446946496127,0.8832642767068997,0.5725094577553594,0.8537200504413619,0.960748113661904,0.9412425750521753,0.9849895649381923,0.9602664954246267,0.5783432332637662,0.9128270990528174,0.6578102424145128,0.662867233905924,0.7569433295874137,0.5024080911863863,0.536041098089581,0.6859849092952319,1,0,1,0,71.75,200.0,31.375,76.125,14.8,1.5,4.444,37.6,128.6,7.029999999999999,4.2700000000000005,4.46,0.9860281049803679,87.59,0.0583,-0.363783333,-0.6794125
JuJu SmithSchuster - 11817,2016,75.39,58.62,-16.77,43.21,55.37,70.9,3,100.0,65.02,0.0,0.0,0.35921455593586743,0.42872050088296676,0.3706855032910579,0.9816249324446046,0.882363538101243,0.9326247522968835,0.8892091515042335,0.6088992974238876,0.7573410196361016,0.9586611013003692,0.956895167763686,0.9777652913790336,0.8911542783753411,0.7021993899502328,0.7941884732701878,0.9275164552897737,0.6123775886980254,0.7229089741531546,0.6842189757585487,0.47607962754856314,0.6444052014769626,1,0,1,0,73.38,215.0,32.88,77.75,15.0,1.55,4.54,32.5,120.0,6.967999999999999,4.196,4.4959999999999996,0.979415168423228,64.83,0.159989,-0.11256079360000001,-0.20174333339999997
Nathaniel Dell - 78874,2022,59.03,57.46,-1.57,42.2,53.89,63.22,3,58.99,80.27,0.0,0.0,0.6135831381733021,0.6953764649221383,0.19770428640231177,0.9221761844712665,0.9113673212033868,0.9962168978562421,0.949918933525491,0.7225725094577553,0.959827058187714,0.9963075935142077,0.9930968052656928,0.9999197302937871,0.9995986514689357,0.9152351902392037,0.9971905602825494,0.009231016214480655,0.4573767860009632,0.615187028415476,0.6371006582115909,0.47607962754856314,0.548242093433938,1,0,1,0,68.375,165.0,30.5,72.625,14.4,1.49,4.49,33.9,121.0,6.975999999999999,4.282,4.46,0.9833415995040298,60.51,1.0,0.020225,-0.168
Gabriel Davis - 55410,2019,76.66,56.76,-19.9,43.48,52.93,59.0,3,30.69,67.68,1.0,0.33,0.22698612862547288,0.38617755659014286,0.1787606357360732,0.946676274545127,0.8483156188074221,0.8863267879661322,0.915330571068276,0.7816609619888308,0.4770311655557557,0.9532830309841066,0.9524803339219778,0.9550489645207898,0.936988280622893,0.8884251083641034,0.6596564456574089,0.7275646171135014,0.3497351099694975,0.5716808476480976,0.7553379354631562,0.48458821640712796,0.27861615026489,1,0,1,0,74.0,216.0,32.25,77.5,14.0,1.56,4.54,35.0,124.0,7.08,4.59,4.52,0.8407501549907006,67.36,0.31825,0.21815,-0.43
Ladd McConkey - 124030,2023,67.39,56.5,-10.89,43.95,53.26,59.95,3,58.3,87.29,0.0,0.0,0.5373806521347505,0.6348531064376305,0.4918927596724996,0.733381372725635,0.8173302107728337,0.9600072059088453,0.9052422986849217,0.49090254008286793,0.8189515402630156,0.8830470380478408,0.8218815219136298,0.9709423663509391,0.9480655000802697,0.6183175469577782,0.8209182854390753,0.5072242735591588,0.7585487237116713,0.8294268742976401,0.7029218173061487,0.2591908813613742,0.7510033713276609,1,0,1,0,71.625,186.0,30.25,72.0,13.0,1.52,4.39,36.0,124.0,6.95,4.228,4.47,0.8196714197148172,82.88,0.965766667,0.5789,-0.20056
Denzel Mims - 47800,2019,21.22,56.37,35.15,48.77,61.08,75.54,3,9.76,67.6,2.0,0.67,0.23401188974959466,0.5577139187670573,0.0,0.9409115474689245,0.8110250405332372,0.722392361736624,0.893352549090254,0.7544586560980003,0.3266078184110971,0.9859528014127469,0.8682774121046717,0.878391395087494,0.9341788409054422,0.8074329747953123,0.8145769786482582,0.307593514207738,0.16696098892278055,0.044951035479210144,0.0,0.5476802054904479,0.0720019264729491,1,1,0,0,74.875,207.0,33.875,78.5,16.0,1.51,4.38,38.5,131.0,6.66,4.43,4.52,0.9368443893366398,90.79,0.702783333,0.222566667,-0.5818
Sterling Shepard - 10674,2015,59.34,56.24,-3.1,43.04,52.45,60.38,2,100.0,84.04,0.0,0.0,0.6087191497027563,0.7082196179161985,0.44541659977524484,0.9446946496126823,0.946676274545127,0.9877499549630697,0.9270401729418123,0.7249144298324626,0.7820212574310935,0.9715042542944293,0.9711831754695778,0.9893241290736876,0.9050409375501686,0.8837694654037567,0.7941884732701878,0.7167282067747632,0.8708460427034838,0.949831433616953,0.8413870605233584,0.39821801252207417,0.6859849092952319,1,0,1,0,70.25,194.0,30.375,71.625,20.0,1.5,4.48,41.0,123.0,7.0,4.35,4.44,1.0027671006406282,73.08,-0.10042733340000001,-0.27624338880000004,-0.2524633334
Rashod Bateman - 84296,2020,55.83,56.01,0.18,45.86,55.54,65.46,3,25.65,85.2,2.0,0.67,0.5460277427490542,0.6959383528656286,0.25333119280783434,0.8492163574130788,0.9619888308412898,0.9760403530895334,0.9277607638263375,0.7169879301026842,0.7602233831742028,0.880317868036603,0.9962273238079948,0.9803339219778455,0.9554503130518542,0.8958901910419008,0.8042221865467972,0.4805747310964842,0.8930004816182373,0.7975598009311285,0.7327018783111254,0.39821801252207417,0.613260555466367,1,1,0,0,72.375,190.0,33.0,76.5,14.6,1.53,4.402,35.7,123.0,7.082000000000001,4.3,4.52,0.9343645381277124,76.24,0.85712,0.212755556,-0.275366667
Josh Doctson - 10656,2015,54.22,55.56,1.34,36.56,55.09,75.08,2,100.0,70.54,0.0,0.0,0.08502972437398668,0.17627227484347407,0.048322363140150905,0.968113853359755,0.9418122860745811,0.9818050801657359,0.9753197622050082,0.829580255809764,0.5372005044136192,0.9671696901589341,0.9746347728367314,0.9923743779097769,0.985230374056831,0.8260555466366993,0.6596564456574089,0.8413870605233584,0.7994862738802376,0.8670733665114786,0.908653074329748,0.7735591587734789,0.391234548081554,1,0,1,0,74.0,202.0,31.875,76.625,14.0,1.48,4.5,41.0,131.0,6.84,4.08,4.438000000000001,0.9924343872700971,87.91,0.1066173332,-0.27102418240000004,-0.47409333340000004
James Washington - 47792,2017,48.79,55.22,6.43,45.27,58.92,77.87,4,81.92,71.18,1.0,0.25,0.21329490181949198,0.34339380317868035,0.17314175630117193,0.978562421185372,0.8787605836786164,0.9519005584579355,0.9360475589983787,0.9059628895694469,0.8182309493784904,0.9792101460908653,0.8973350457537326,0.9803339219778455,0.9426874297640071,0.951115748916359,0.9205329908492534,0.7950714400385295,0.6188794349012683,0.581072403275004,0.8488521432011559,0.7802215443891475,0.5646171135013646,1,0,1,0,71.0,213.0,32.375,78.25,14.0,1.53,4.54,34.5,120.0,7.11,4.32,4.486,0.982101673899566,66.94,0.3433106666,0.012855817599999996,-0.15411999999999998
Nelson Agholor - 9453,2014,56.68,55.02,-1.66,48.59,55.86,63.21,1,100.0,66.02,0.0,0.0,0.6517744550531436,0.6514689356236956,0.6514689356236956,0.9893712844532516,0.969194739686543,0.9731579895514322,0.9546027742749055,0.2513060709782021,0.6876238515582778,0.9711831754695778,0.9487076577299727,0.9531224915716808,0.9241451276288328,0.2591908813613742,0.6596564456574089,0.9711831754695778,0.9487076577299727,0.9531224915716808,0.9241451276288328,0.2591908813613742,0.6596564456574089,1,0,0,1,72.125,198.0,32.25,77.375,12.0,1.59,4.42,36.4,123.0,6.938,4.256,4.430000000000001,1.0093800371977681,73.02,-0.3177773334,-0.5619587222000001,-0.6524633334
Henry Ruggs - 61102,2019,47.06,54.55,7.49,53.21,54.51,55.28,2,42.33,94.7,1.0,0.5,0.47468924518104844,0.5829988762241131,0.4493498153796757,0.8047198702936408,0.48315618807422084,0.9056025941271842,0.9726175463880382,0.6207890470185552,0.9454152404972077,0.900947182533312,0.4889227805426232,0.8965323486916038,0.9971102905763365,0.8305506501846204,0.9677315781024242,0.3585647776529138,0.4030341948948467,0.7730775405362016,0.8870605233584845,0.36899983946058756,0.8145769786482582,1,0,1,0,71.0,188.0,30.5,74.5,17.2,1.43,4.27,42.0,131.0,6.848000000000001,4.204,4.36,0.8107852862161604,97.91,0.868414286,-0.572133333,-0.4178
Will Fuller V - 10655,2015,62.57,54.0,-8.57,40.1,52.04,57.52,2,100.0,55.11,0.0,0.0,0.15726896054764908,0.2063734146733023,0.17627227484347407,0.9940551252026661,0.7602233831742028,0.9416321383534498,0.9704557737344622,0.7295982705818771,0.7614844172221221,0.9921335687911382,0.750280943971745,0.9521592550971263,0.9595440680687108,0.8201958580831594,0.7941884732701878,0.9623535077861615,0.6859849092952319,0.8263766254615508,0.9430085085888585,0.536041098089581,0.6444052014769626,1,0,1,0,72.125,186.0,30.75,73.625,10.0,1.47,4.32,33.5,126.0,6.93,4.27,4.41,0.9852014879107254,88.12,-0.05614233340000002,-0.5984289443999999,-0.7592
Marvin Mims - 122937,2022,53.81,53.72,-0.09,50.78,55.01,60.93,3,37.95,94.74,1.0,0.33,0.6206088992974239,0.7266816503451597,0.566944934981538,0.8387677895874617,0.7267159070437759,0.97964330751216,0.9398306611421365,0.9131687984147,0.829580255809764,0.9312891314817788,0.9719858725317065,0.9921335687911382,0.9968694814576978,0.923422700272917,0.8996628672339059,0.5124418044629957,0.2909776850216728,0.922780542623214,0.7492374377909777,0.836570878150586,0.5992936265853267,1,0,1,0,70.875,183.0,31.625,74.75,14.8,1.55,4.38,39.5,129.0,6.9,4.274,4.37,0.9147323827237033,83.3,0.537566667,0.3447,0.0
Christian Kirk - 47546,2017,63.28,53.49,-9.79,38.82,49.8,59.3,3,78.41,64.91,0.0,0.0,0.9205548549810845,0.9419650024080912,0.8685182212233103,0.9864889209151504,0.9394703656998739,0.8809223563321924,0.8848856061970816,0.29255989911727615,0.829580255809764,0.9801733825654199,0.912506020227966,0.8641836570878151,0.908653074329748,0.37943490126826135,0.8911542783753411,0.9372290897415315,0.9109808958099214,0.7975598009311285,0.7440199068871408,0.2591908813613742,0.6318831273077541,1,0,1,0,70.375,201.0,30.375,72.875,20.0,1.5,4.47,35.5,115.0,7.09,4.45,4.45,0.9616429014259145,70.32,-0.10604733339999999,-0.5983909444,-0.7329933334
DeVante Parker - 9447,2014,51.75,53.25,1.5,52.43,59.8,72.74,1,100.0,94.89,0.0,0.0,0.2588722752657179,0.29940600417402474,0.29940600417402474,0.6802377949918934,0.9938749774815349,0.9965771932985048,0.9421725815168438,0.8067014952260854,0.9292019455953883,0.6191202440199068,0.9912506020227966,0.9941403114464601,0.908010916680045,0.7735591587734789,0.8996628672339059,0.6191202440199068,0.9912506020227966,0.9941403114464601,0.908010916680045,0.7735591587734789,0.8996628672339059,1,0,1,0,74.625,209.0,33.25,79.75,17.0,1.51,4.45,36.5,125.0,6.859999999999999,4.208,4.45,0.9663959495763588,85.06,0.5753626666,-0.05886111100000001,-0.2639033332
Mike Williams - 11762,2016,63.95,53.02,-10.93,41.02,50.62,57.07,2,100.0,67.07,0.0,0.0,0.08016573590344082,0.16928881040295393,0.04567346283512602,0.980183750675554,0.945595388218339,0.9717168077823816,0.8989371284453251,0.8119257791388939,0.7014952260853901,0.952961952159255,0.9828222828704447,0.976159897254776,0.9273559158773479,0.8746989886017017,0.8543104832236315,0.9423663509391556,0.7044469417241933,0.8965323486916038,0.7253973350457538,0.6277091025846845,0.391234548081554,1,0,1,0,75.63,218.0,33.38,79.88,15.0,1.562,4.55,32.5,121.0,6.934,4.184,4.4959999999999996,0.9806550940276917,66.55,0.016183999999999997,-0.22712529360000003,-0.46144999999999997
Khalil Shakir - 84140,2021,54.82,52.84,-1.98,42.48,50.37,56.24,4,49.47,79.2,1.0,0.25,0.6719509998198523,0.7326216086049125,0.5783432332637662,0.8083228247162674,0.9641506034948658,0.9594667627454513,0.8794811745631418,0.27490542244640603,0.7742749054224464,0.9321720982501204,0.9804944613902713,0.9703002087012361,0.9247872852785359,0.4276769947021994,0.7853588055867715,0.3189918124899663,0.8572804623535077,0.8109648418686788,0.6720982501204046,0.12345480815540215,0.7129555305827581,0,0,1,0,71.875,196.0,29.0,70.375,16.6,1.49,4.43,34.5,124.0,7.28,4.21,4.42,0.977761934283943,75.78,0.6156,0.247425,-0.026183333
Elijah Moore - 84302,2020,53.05,52.26,-0.79,46.58,52.7,59.19,3,51.85,82.81,0.0,0.0,0.8854260493604756,0.9781666399100979,0.7469096163108043,0.8838047198702936,0.9639704557737344,0.9578454332552693,0.850477391460998,0.37975139614483877,0.6688884885606197,0.8727725156525927,0.9747953122491572,0.9893241290736876,0.9178038208380157,0.456895167763686,0.7004334564135495,0.6826938513405041,0.6629475036121368,0.6769144324931771,0.5455931931289132,0.2514047198587253,0.5646171135013646,1,0,1,0,69.5,178.0,30.125,71.75,14.0,1.5260000000000002,4.41,36.7,124.2,6.974000000000001,4.266,4.48,0.9632961355651994,76.56,0.658233333,0.27615,-0.34335
Rome Odunze - 73774,2023,54.04,52.06,-1.98,49.8,56.48,67.42,3,51.12,75.24,1.0,0.33,0.500810664745091,0.6588537485952801,0.4166800449510355,0.9241578094037111,0.8713745271122321,0.8888488560619708,0.8584038911907764,0.6220500810664745,0.5307151864528914,0.9971905602825494,0.8936426392679403,0.953604109808958,0.889308075132445,0.8421094878792743,0.7129555305827581,0.14255899823406645,0.7200192647294911,0.6249799325734468,0.0,0.35703965323486914,0.2103066302777332,1,0,1,0,74.875,212.0,32.25,76.75,17.2,1.52,4.45,39.0,124.0,6.88,4.03,4.46,0.9705290349245712,90.63,1.0,0.522477778,0.26212
Tyler Lockett - 9502,2014,58.67,51.64,-7.03,34.37,49.26,58.88,1,100.0,74.04,0.0,0.0,0.3664204647811205,0.407368759030342,0.407368759030342,0.9810844892812106,0.9915330571068276,0.9917132048279589,0.9529814447847235,0.5636822194199244,0.435957485137813,0.949831433616953,0.9853909134692567,0.985230374056831,0.9225397335045754,0.5476802054904479,0.4461390271311607,0.949831433616953,0.9853909134692567,0.985230374056831,0.9225397335045754,0.5476802054904479,0.4461390271311607,1,0,1,0,69.875,182.0,30.0,70.75,13.8,1.55,4.4,35.5,121.0,6.89,4.07,4.418000000000001,1.008966728662947,74.26,-0.43283833340000005,-0.526137992,-0.6721033334
Marquez ValdesScantling - 47809,2017,58.52,51.21,-7.31,18.66,42.26,54.74,1,25.19,5.02,1.0,1.0,0.415060349486579,0.5265692727564617,0.27315781024241453,0.9306431273644389,0.5127004143397585,0.5890830480994416,0.6858223743469645,0.8326427670689965,0.7840028823635381,0.9149141114143522,0.8094397174506341,0.8670733665114786,0.7626424787285279,0.9323326376625461,0.8911542783753411,0.7830309841065982,0.17787766896773158,0.24032750040134854,0.39275967249959864,0.4276769947021994,0.5143682774121047,0,0,1,0,76.0,206.0,32.25,79.375,15.0,1.49,4.37,30.5,124.0,7.1,4.377999999999999,4.504,0.03934490597230833,86.72,-0.05459733339999999,-0.4307094286,-0.4608846668
Tyler Boyd - 10689,2015,57.98,50.97,-7.01,45.16,51.98,59.66,2,100.0,73.14,0.0,0.0,0.6315979102864349,0.652512441804463,0.6301974634772837,0.9326247522968835,0.9942352729237975,0.9854080345883625,0.9016393442622951,0.41632138353449827,0.6676274545127004,0.8727725156525927,0.9924546476159897,0.989645207898539,0.904719858725317,0.5681489805747311,0.7737999678921175,0.8433938031786804,0.9908492534917323,0.934981537967571,0.79731899181249,0.27861615026489,0.46508267779739926,1,0,1,0,73.5,197.0,32.0,76.375,11.0,1.56,4.58,34.0,119.0,6.9,4.35,4.426,1.0031804091754495,62.29,0.03946599999999999,-0.16841793639999997,-0.2615233334
Taywan Taylor - 11827,2016,42.09,50.66,8.57,46.61,51.24,56.27,3,100.0,86.14,0.0,0.0,0.4827958926319582,0.5827580671054744,0.42872050088296676,0.959827058187714,0.9459556836606017,0.9893712844532516,0.9841470005404431,0.5833183210232391,0.9286615024319942,0.9685342751645529,0.9737518060683897,0.9923743779097769,0.9901268261358164,0.7735591587734789,0.9448547118317547,0.8145769786482582,0.5056991491411141,0.8965323486916038,0.8832878471664793,0.338497351099695,0.8042221865467972,0,0,1,0,71.0,203.0,32.63,76.75,13.0,1.56,4.5,33.5,132.0,6.57,4.21,4.478,1.0000805951642902,73.62,0.5360306666000001,-0.01970968240000002,-0.2403866666
Leonte Carroo - 10720,2015,27.44,50.48,23.04,37.19,47.79,55.47,2,100.0,92.3,0.0,0.0,0.17870653936227707,0.22628030181409536,0.20324289613100016,0.8645289137092416,0.9355071158349847,0.9908124662223022,0.9819852278868673,0.8418303008466943,0.8657899477571609,0.9075292984427678,0.9360250441483384,0.9931770749719055,0.9946219296837373,0.836570878150586,0.8543104832236315,0.6044308877829507,0.8831273077540536,0.9521592550971263,0.9239845882164072,0.7874458179483063,0.8042221865467972,1,0,1,0,71.875,211.0,31.0,74.25,14.0,1.56,4.5,35.5,120.0,6.758,4.185999999999999,4.465999999999999,0.9717689605290349,70.14,0.5892386666,0.2066597462,-0.06599999999999999
